Architecture,6-LUTs,FPGA Size,Device Utilization,IO Utilization,CLB Utilization,Number of Nets,CLBs,Total Wirelength,Total Logic Block Area,Total Used Logic Block Area,Total Routing Area,Per Logic Tile,Critical Path,Maximum Routing Channel Utilization,Maximum Routing Channel Coordinate,benchmark
vib_new_113,12276,50x50,0.75,N/A,N/A,N/A,N/A,288088,1.47946,1.0756,2.92133e+07,2.92133,9.89679,0.57,"26,19",arm_core
vib_new_495,12276,50x50,0.75,N/A,N/A,N/A,N/A,239943,1.47946,1.0756,2.68497e+07,2.68497,9.53498,0.64,"23,27",arm_core
vib_new_681,12276,50x50,0.75,N/A,N/A,N/A,N/A,228943,1.47946,1.0756,3.55612e+07,3.55612,10.6712,0.49,"39,26",arm_core
vib_new_788,12276,50x50,0.75,N/A,N/A,N/A,N/A,237946,1.47946,1.0756,2.80968e+07,2.80968,10.7202,0.72,"32,30",arm_core
vib_new_991,12276,50x50,0.75,N/A,N/A,N/A,N/A,302891,1.47946,1.0756,3.35366e+07,3.35366,9.60053,0.65,"39,10",arm_core
vib_new_747,12276,50x50,0.75,N/A,N/A,N/A,N/A,196398,1.47946,1.0756,3.11878e+07,3.11878,9.8159,0.66,"23,29",arm_core
vib_new_1059,12276,50x50,0.75,N/A,N/A,N/A,N/A,244002,1.47946,1.0756,2.85465e+07,2.85465,10.2956,0.72,"29,27",arm_core
vib_new_557,12276,50x50,0.75,N/A,N/A,N/A,N/A,260726,1.47946,1.0756,2.94028e+07,2.94028,9.58192,0.73,"38,15",arm_core
vib_new_439,12276,50x50,0.75,N/A,N/A,N/A,N/A,352691,1.47946,1.0756,2.58392e+07,2.58392,9.75466,0.66,"30,21",arm_core
vib_new_714,12276,50x50,0.75,N/A,N/A,N/A,N/A,243112,1.47946,1.0756,2.86377e+07,2.86377,10.358,0.65,"32,32",arm_core
vib_new_15,12276,50x50,0.75,N/A,N/A,N/A,N/A,209951,1.47946,1.0756,3.45473e+07,3.45473,10.0981,0.6,"40,19",arm_core
vib_new_684,12276,50x50,0.75,N/A,N/A,N/A,N/A,219704,1.47946,1.0756,3.43366e+07,3.43366,10.3448,0.44,"31,41",arm_core
vib_new_529,12276,50x50,0.75,N/A,N/A,N/A,N/A,288401,1.47946,1.0756,2.88278e+07,2.88278,10.1159,0.57,"25,22",arm_core
vib_new_208,12276,50x50,0.75,N/A,N/A,N/A,N/A,316120,1.47946,1.0756,3.21042e+07,3.21042,10.4246,0.66,"28,22",arm_core
vib_new_1041,12276,50x50,0.75,N/A,N/A,N/A,N/A,317126,1.47946,1.0756,2.43794e+07,2.43794,10.0069,0.8,"30,19",arm_core
vib_new_976,12276,50x50,0.75,N/A,N/A,N/A,N/A,235686,1.47946,1.0756,3.35972e+07,3.35972,9.68814,0.5,"31,17",arm_core
vib_new_1068,12276,50x50,0.75,N/A,N/A,N/A,N/A,347453,1.47946,1.0756,2.82517e+07,2.82517,11.0204,0.61,"26,17",arm_core
vib_new_597,12276,50x50,0.75,N/A,N/A,N/A,N/A,218412,1.47946,1.0756,3.47425e+07,3.47425,9.97834,0.46,"31,22",arm_core
vib_new_803,12276,50x50,0.75,N/A,N/A,N/A,N/A,303749,1.47946,1.0756,3.02377e+07,3.02377,9.96732,0.57,"28,26",arm_core
vib_new_314,12276,50x50,0.75,N/A,N/A,N/A,N/A,232466,1.47946,1.0756,3.32848e+07,3.32848,10.6202,0.47,"31,27",arm_core
vib_new_1141,12276,50x50,0.75,N/A,N/A,N/A,N/A,281659,1.47946,1.0756,3.17168e+07,3.17168,9.40761,0.56,"39,24",arm_core
vib_new_1293,12276,50x50,0.75,N/A,N/A,N/A,N/A,264626,1.47946,1.0756,3.31506e+07,3.31506,10.1836,0.55,"27,25",arm_core
vib_new_823,12276,50x50,0.75,N/A,N/A,N/A,N/A,250335,1.47946,1.0756,3.21519e+07,3.21519,9.94937,0.56,"26,24",arm_core
vib_new_656,12276,50x50,0.75,N/A,N/A,N/A,N/A,249955,1.47946,1.0756,3.16532e+07,3.16532,9.69681,0.54,"31,28",arm_core
vib_new_268,12276,50x50,0.75,N/A,N/A,N/A,N/A,353259,1.47946,1.0756,2.67717e+07,2.67717,11.0426,0.89,"29,16",arm_core
vib_new_596,12276,50x50,0.75,N/A,N/A,N/A,N/A,249540,1.47946,1.0756,3.63450e+07,3.63450,10.0754,0.46,"28,30",arm_core
vib_new_390,12276,50x50,0.75,N/A,N/A,N/A,N/A,293844,1.47946,1.0756,2.56163e+07,2.56163,10.0701,0.68,"31,17",arm_core
vib_new_1449,12276,50x50,0.75,N/A,N/A,N/A,N/A,285660,1.47946,1.0756,2.28264e+07,2.28264,10.2331,0.82,"31,17",arm_core
vib_new_447,12276,50x50,0.75,N/A,N/A,N/A,N/A,262972,1.47946,1.0756,3.06245e+07,3.06245,11.6828,0.64,"31,22",arm_core
vib_new_283,12276,50x50,0.75,N/A,N/A,N/A,N/A,391110,1.47946,1.0756,2.84410e+07,2.84410,11.1374,0.65,"9,48",arm_core
vib_new_1291,12276,50x50,0.75,N/A,N/A,N/A,N/A,277441,1.47946,1.0756,2.88359e+07,2.88359,9.57267,0.61,"28,26",arm_core
vib_new_21,12276,50x50,0.75,N/A,N/A,N/A,N/A,274330,1.47946,1.0756,2.64682e+07,2.64682,10.5538,0.72,"27,26",arm_core
vib_new_798,12276,50x50,0.75,N/A,N/A,N/A,N/A,271574,1.47946,1.0756,3.02356e+07,3.02356,10.8702,0.81,"28,27",arm_core
vib_new_1178,12276,50x50,0.75,N/A,N/A,N/A,N/A,230109,1.47946,1.0756,2.91522e+07,2.91522,10.1369,0.78,"27,20",arm_core
vib_new_1177,12276,50x50,0.75,N/A,N/A,N/A,N/A,295922,1.47946,1.0756,2.53863e+07,2.53863,10.2729,0.62,"36,30",arm_core
vib_new_155,12276,50x50,0.75,N/A,N/A,N/A,N/A,240120,1.47946,1.0756,2.50101e+07,2.50101,9.7484,0.69,"27,20",arm_core
vib_new_699,12276,50x50,0.75,N/A,N/A,N/A,N/A,231802,1.47946,1.0756,2.95476e+07,2.95476,9.76269,0.56,"26,15",arm_core
vib_new_1101,12276,50x50,0.75,N/A,N/A,N/A,N/A,241680,1.47946,1.0756,2.90618e+07,2.90618,9.52584,0.81,"30,18",arm_core
vib_new_886,12276,50x50,0.75,N/A,N/A,N/A,N/A,254120,1.47946,1.0756,3.11781e+07,3.11781,9.51223,0.54,"27,19",arm_core
vib_new_63,12276,50x50,0.75,N/A,N/A,N/A,N/A,302447,1.47946,1.0756,3.82069e+07,3.82069,10.0944,0.55,"30,32",arm_core
vib_new_642,12276,50x50,0.75,N/A,N/A,N/A,N/A,252851,1.47946,1.0756,2.84271e+07,2.84271,9.38843,0.57,"23,18",arm_core
vib_new_552,12276,50x50,0.75,N/A,N/A,N/A,N/A,214615,1.47946,1.0756,3.28567e+07,3.28567,10.3795,0.79,"27,22",arm_core
vib_new_24,12276,50x50,0.75,N/A,N/A,N/A,N/A,387053,1.47946,1.0756,2.58850e+07,2.58850,14.3657,0.82,"34,32",arm_core
vib_new_900,12276,50x50,0.75,N/A,N/A,N/A,N/A,232139,1.47946,1.0756,3.43509e+07,3.43509,9.93967,0.61,"39,9",arm_core
vib_new_304,12276,50x50,0.75,N/A,N/A,N/A,N/A,262378,1.47946,1.0756,2.39314e+07,2.39314,9.31742,0.77,"26,19",arm_core
vib_new_412,12276,50x50,0.75,N/A,N/A,N/A,N/A,308233,1.47946,1.0756,2.51371e+07,2.51371,10.3982,0.8,"29,21",arm_core
vib_new_359,12276,50x50,0.75,N/A,N/A,N/A,N/A,248345,1.47946,1.0756,3.15669e+07,3.15669,10.4297,0.52,"26,13",arm_core
vib_new_575,12276,50x50,0.75,N/A,N/A,N/A,N/A,285977,1.47946,1.0756,2.47552e+07,2.47552,9.42735,0.63,"24,25",arm_core
vib_new_824,12276,50x50,0.75,N/A,N/A,N/A,N/A,208353,1.47946,1.0756,3.03538e+07,3.03538,10.2457,0.71,"31,21",arm_core
vib_new_837,12276,50x50,0.75,N/A,N/A,N/A,N/A,220788,1.47946,1.0756,3.49240e+07,3.49240,9.92458,0.64,"28,17",arm_core
vib_new_783,12276,50x50,0.75,N/A,N/A,N/A,N/A,221650,1.47946,1.0756,2.75804e+07,2.75804,9.91975,0.61,"37,14",arm_core
vib_new_1089,12276,50x50,0.75,N/A,N/A,N/A,N/A,256472,1.47946,1.0756,2.81483e+07,2.81483,9.67254,0.71,"27,26",arm_core
vib_new_1106,12276,50x50,0.75,N/A,N/A,N/A,N/A,290970,1.47946,1.0756,2.40921e+07,2.40921,11.1193,0.75,"29,26",arm_core
vib_new_1286,12276,50x50,0.75,N/A,N/A,N/A,N/A,313203,1.47946,1.0756,2.59706e+07,2.59706,9.10634,0.71,"24,48",arm_core
vib_new_1124,12276,50x50,0.75,N/A,N/A,N/A,N/A,253991,1.47946,1.0756,3.41637e+07,3.41637,10.0628,0.59,"32,24",arm_core
vib_new_436,12276,50x50,0.75,N/A,N/A,N/A,N/A,218191,1.47946,1.0756,2.85041e+07,2.85041,10.0192,0.7,"27,19",arm_core
vib_new_723,12276,50x50,0.75,N/A,N/A,N/A,N/A,285084,1.47946,1.0756,2.87325e+07,2.87325,10.5873,0.58,"40,37",arm_core
vib_new_1123,12276,50x50,0.75,N/A,N/A,N/A,N/A,255176,1.47946,1.0756,3.04219e+07,3.04219,9.96065,0.53,"21,14",arm_core
vib_new_38,12276,50x50,0.75,N/A,N/A,N/A,N/A,215484,1.47946,1.0756,3.12742e+07,3.12742,10.1752,0.65,"28,19",arm_core
vib_new_496,12276,50x50,0.75,N/A,N/A,N/A,N/A,248431,1.47946,1.0756,3.74867e+07,3.74867,10.01,0.57,"25,22",arm_core
vib_new_1420,12276,50x50,0.75,N/A,N/A,N/A,N/A,251569,1.47946,1.0756,2.67634e+07,2.67634,9.07429,0.67,"30,22",arm_core
vib_new_424,12276,50x50,0.75,N/A,N/A,N/A,N/A,234658,1.47946,1.0756,2.83659e+07,2.83659,9.73426,0.75,"27,17",arm_core
vib_new_1335,12276,50x50,0.75,N/A,N/A,N/A,N/A,270845,1.47946,1.0756,2.54291e+07,2.54291,10.0389,0.67,"30,22",arm_core
vib_new_715,12276,50x50,0.75,N/A,N/A,N/A,N/A,285532,1.47946,1.0756,2.51233e+07,2.51233,9.95162,0.78,"28,20",arm_core
vib_new_116,12276,50x50,0.75,N/A,N/A,N/A,N/A,214035,1.47946,1.0756,2.89901e+07,2.89901,9.39259,0.65,"32,20",arm_core
vib_new_261,12276,50x50,0.75,N/A,N/A,N/A,N/A,308558,1.47946,1.0756,2.28714e+07,2.28714,10.096,0.88,"22,25",arm_core
vib_new_548,12276,50x50,0.75,N/A,N/A,N/A,N/A,213840,1.47946,1.0756,3.35078e+07,3.35078,10.5187,0.51,"26,16",arm_core
vib_new_865,12276,50x50,0.75,N/A,N/A,N/A,N/A,316026,1.47946,1.0756,2.79309e+07,2.79309,12.2678,0.71,"31,22",arm_core
vib_new_515,12276,50x50,0.75,N/A,N/A,N/A,N/A,255997,1.47946,1.0756,2.51358e+07,2.51358,10.5202,0.66,"26,20",arm_core
vib_new_509,12276,50x50,0.75,N/A,N/A,N/A,N/A,258242,1.47946,1.0756,2.89579e+07,2.89579,9.5091,0.65,"31,18",arm_core
vib_new_357,12276,50x50,0.75,N/A,N/A,N/A,N/A,285491,1.47946,1.0756,2.67098e+07,2.67098,14.3686,0.68,"29,21",arm_core
vib_new_772,12276,50x50,0.75,N/A,N/A,N/A,N/A,377104,1.47946,1.0756,2.55859e+07,2.55859,10.6505,0.87,"31,20",arm_core
vib_new_1126,12276,50x50,0.75,N/A,N/A,N/A,N/A,302340,1.47946,1.0756,2.68690e+07,2.68690,11.5567,0.64,"28,48",arm_core
vib_new_1380,12276,50x50,0.75,N/A,N/A,N/A,N/A,289349,1.47946,1.0756,2.47542e+07,2.47542,11.3135,0.7,"31,26",arm_core
vib_new_433,12276,50x50,0.75,N/A,N/A,N/A,N/A,234558,1.47946,1.0756,3.19465e+07,3.19465,9.07811,0.58,"31,18",arm_core
vib_new_1092,12276,50x50,0.75,N/A,N/A,N/A,N/A,238364,1.47946,1.0756,2.98553e+07,2.98553,10.3801,0.62,"37,21",arm_core
vib_new_226,12276,50x50,0.75,N/A,N/A,N/A,N/A,237504,1.47946,1.0756,2.66361e+07,2.66361,11.4725,0.75,"15,12",arm_core
vib_new_214,12276,50x50,0.75,N/A,N/A,N/A,N/A,259295,1.47946,1.0756,2.96079e+07,2.96079,9.39857,0.57,"23,36",arm_core
vib_new_429,12276,50x50,0.75,N/A,N/A,N/A,N/A,268713,1.47946,1.0756,2.72515e+07,2.72515,9.60912,0.65,"30,24",arm_core
vib_new_1099,12276,50x50,0.75,N/A,N/A,N/A,N/A,238649,1.47946,1.0756,3.22418e+07,3.22418,10.3605,0.46,"28,33",arm_core
vib_new_1305,12276,50x50,0.75,N/A,N/A,N/A,N/A,283860,1.47946,1.0756,2.86116e+07,2.86116,9.74213,0.67,"31,28",arm_core
vib_new_859,12276,50x50,0.75,N/A,N/A,N/A,N/A,293439,1.47946,1.0756,2.54555e+07,2.54555,9.99327,0.73,"30,25",arm_core
vib_new_477,12276,50x50,0.75,N/A,N/A,N/A,N/A,300174,1.47946,1.0756,2.80644e+07,2.80644,9.83067,0.62,"26,20",arm_core
vib_new_905,12276,50x50,0.75,N/A,N/A,N/A,N/A,246197,1.47946,1.0756,3.66911e+07,3.66911,10.3133,0.63,"34,12",arm_core
vib_new_493,12276,50x50,0.75,N/A,N/A,N/A,N/A,205220,1.47946,1.0756,3.10502e+07,3.10502,10.1719,0.69,"28,20",arm_core
vib_new_213,12276,50x50,0.75,N/A,N/A,N/A,N/A,226843,1.47946,1.0756,3.46339e+07,3.46339,11.2916,0.62,"28,25",arm_core
vib_new_593,12276,50x50,0.75,N/A,N/A,N/A,N/A,228461,1.47946,1.0756,2.66473e+07,2.66473,10.2574,0.7,"27,27",arm_core
vib_new_1039,12276,50x50,0.75,N/A,N/A,N/A,N/A,261401,1.47946,1.0756,2.89189e+07,2.89189,9.60988,0.62,"28,32",arm_core
vib_new_123,12276,50x50,0.75,N/A,N/A,N/A,N/A,278931,1.47946,1.0756,2.70211e+07,2.70211,9.6578,0.73,"30,29",arm_core
vib_new_802,12276,50x50,0.75,N/A,N/A,N/A,N/A,240981,1.47946,1.0756,2.74399e+07,2.74399,10.6111,0.81,"37,18",arm_core
vib_new_682,12276,50x50,0.75,N/A,N/A,N/A,N/A,250182,1.47946,1.0756,2.78188e+07,2.78188,9.09747,0.56,"38,33",arm_core
vib_new_1331,12276,50x50,0.75,N/A,N/A,N/A,N/A,301248,1.47946,1.0756,2.82817e+07,2.82817,9.92216,0.56,"31,23",arm_core
vib_new_784,12276,50x50,0.75,N/A,N/A,N/A,N/A,226287,1.47946,1.0756,4.18789e+07,4.18789,9.23055,0.46,"30,19",arm_core
vib_new_527,12276,50x50,0.75,N/A,N/A,N/A,N/A,221552,1.47946,1.0756,2.94617e+07,2.94617,10.2449,0.72,"28,21",arm_core
vib_new_791,12276,50x50,0.75,N/A,N/A,N/A,N/A,223736,1.47946,1.0756,3.53402e+07,3.53402,11.0951,0.53,"28,24",arm_core
vib_new_604,12276,50x50,0.75,N/A,N/A,N/A,N/A,299682,1.47946,1.0756,3.00230e+07,3.00230,10.4386,0.79,"30,15",arm_core
vib_new_1179,12276,50x50,0.75,N/A,N/A,N/A,N/A,276686,1.47946,1.0756,2.32198e+07,2.32198,9.57341,0.8,"30,40",arm_core
vib_new_55,12276,50x50,0.75,N/A,N/A,N/A,N/A,321450,1.47946,1.0756,2.66432e+07,2.66432,11.012,0.8,"27,19",arm_core
vib_new_172,12276,50x50,0.75,N/A,N/A,N/A,N/A,267127,1.47946,1.0756,2.58882e+07,2.58882,10.1967,0.69,"30,20",arm_core
vib_new_29,12276,50x50,0.75,N/A,N/A,N/A,N/A,213772,1.47946,1.0756,3.08715e+07,3.08715,9.697,0.64,"27,12",arm_core
vib_new_726,12276,50x50,0.75,N/A,N/A,N/A,N/A,250332,1.47946,1.0756,3.08313e+07,3.08313,10.1294,0.6,"25,19",arm_core
vib_new_2,12276,50x50,0.75,N/A,N/A,N/A,N/A,234667,1.47946,1.0756,2.74483e+07,2.74483,10.5114,0.58,"27,28",arm_core
vib_new_1273,12276,50x50,0.75,N/A,N/A,N/A,N/A,239794,1.47946,1.0756,2.63396e+07,2.63396,9.21841,0.82,"25,21",arm_core
vib_new_941,12276,50x50,0.75,N/A,N/A,N/A,N/A,360651,1.47946,1.0756,2.61914e+07,2.61914,10.5386,0.64,"30,48",arm_core
vib_new_165,12276,50x50,0.75,N/A,N/A,N/A,N/A,241747,1.47946,1.0756,2.71206e+07,2.71206,9.10801,0.74,"38,38",arm_core
vib_new_585,12276,50x50,0.75,N/A,N/A,N/A,N/A,216273,1.47946,1.0756,3.07301e+07,3.07301,9.79794,0.65,"31,21",arm_core
vib_new_176,12276,50x50,0.75,N/A,N/A,N/A,N/A,243218,1.47946,1.0756,2.93001e+07,2.93001,10.1593,0.56,"27,23",arm_core
vib_new_834,12276,50x50,0.75,N/A,N/A,N/A,N/A,351273,1.47946,1.0756,2.64999e+07,2.64999,10.1004,0.81,"19,48",arm_core
vib_new_204,12276,50x50,0.75,N/A,N/A,N/A,N/A,247329,1.47946,1.0756,2.98519e+07,2.98519,11.3696,0.73,"34,34",arm_core
vib_new_594,12276,50x50,0.75,N/A,N/A,N/A,N/A,209809,1.47946,1.0756,3.45358e+07,3.45358,9.50023,0.7,"27,18",arm_core
vib_new_1205,12276,50x50,0.75,N/A,N/A,N/A,N/A,303616,1.47946,1.0756,2.90095e+07,2.90095,10.2859,0.66,"35,29",arm_core
vib_new_242,12276,50x50,0.75,N/A,N/A,N/A,N/A,330210,1.47946,1.0756,2.12577e+07,2.12577,9.87157,0.89,"26,28",arm_core
vib_new_558,12276,50x50,0.75,N/A,N/A,N/A,N/A,241924,1.47946,1.0756,3.24272e+07,3.24272,10.2231,0.64,"28,18",arm_core
vib_new_1344,12276,50x50,0.75,N/A,N/A,N/A,N/A,225750,1.47946,1.0756,3.58918e+07,3.58918,10.6527,0.47,"31,24",arm_core
vib_new_1372,12276,50x50,0.75,N/A,N/A,N/A,N/A,243123,1.47946,1.0756,2.80623e+07,2.80623,9.89755,0.69,"31,18",arm_core
vib_new_292,12276,50x50,0.75,N/A,N/A,N/A,N/A,340451,1.47946,1.0756,2.30040e+07,2.30040,9.08854,0.73,"31,20",arm_core
vib_new_982,12276,50x50,0.75,N/A,N/A,N/A,N/A,197833,1.47946,1.0756,3.45533e+07,3.45533,12.1199,0.72,"31,16",arm_core
vib_new_1452,12276,50x50,0.75,N/A,N/A,N/A,N/A,272949,1.47946,1.0756,2.56168e+07,2.56168,10.2423,0.65,"31,22",arm_core
vib_new_578,12276,50x50,0.75,N/A,N/A,N/A,N/A,241112,1.47946,1.0756,2.91429e+07,2.91429,9.9745,0.66,"31,28",arm_core
vib_new_1228,12276,50x50,0.75,N/A,N/A,N/A,N/A,289142,1.47946,1.0756,2.90708e+07,2.90708,9.72624,0.79,"25,24",arm_core
vib_new_1278,12276,50x50,0.75,N/A,N/A,N/A,N/A,244203,1.47946,1.0756,3.28269e+07,3.28269,11.4607,0.78,"31,31",arm_core
vib_new_827,12276,50x50,0.75,N/A,N/A,N/A,N/A,236948,1.47946,1.0756,3.00293e+07,3.00293,9.76776,0.59,"28,24",arm_core
vib_new_501,12276,50x50,0.75,N/A,N/A,N/A,N/A,256448,1.47946,1.0756,3.25930e+07,3.25930,10.3023,0.63,"26,21",arm_core
vib_new_832,12276,50x50,0.75,N/A,N/A,N/A,N/A,268096,1.47946,1.0756,2.56495e+07,2.56495,10.6139,0.61,"42,18",arm_core
vib_new_741,12276,50x50,0.75,N/A,N/A,N/A,N/A,248991,1.47946,1.0756,3.74108e+07,3.74108,9.53987,0.51,"23,21",arm_core
vib_new_117,12276,50x50,0.75,N/A,N/A,N/A,N/A,279993,1.47946,1.0756,2.80075e+07,2.80075,9.62446,0.59,"26,22",arm_core
vib_new_1060,12276,50x50,0.75,N/A,N/A,N/A,N/A,307816,1.47946,1.0756,2.23316e+07,2.23316,11.6347,0.81,"18,32",arm_core
vib_new_1131,12276,50x50,0.75,N/A,N/A,N/A,N/A,342655,1.47946,1.0756,2.69904e+07,2.69904,11.0258,0.67,"31,48",arm_core
vib_new_47,12276,50x50,0.75,N/A,N/A,N/A,N/A,284839,1.47946,1.0756,2.39509e+07,2.39509,10.3427,0.71,"30,20",arm_core
vib_new_614,12276,50x50,0.75,N/A,N/A,N/A,N/A,264991,1.47946,1.0756,2.73142e+07,2.73142,10.5962,0.75,"31,21",arm_core
vib_new_1319,12276,50x50,0.75,N/A,N/A,N/A,N/A,256656,1.47946,1.0756,2.60988e+07,2.60988,9.57246,0.68,"26,23",arm_core
vib_new_1315,12276,50x50,0.75,N/A,N/A,N/A,N/A,222321,1.47946,1.0756,3.14510e+07,3.14510,10.538,0.72,"30,23",arm_core
vib_new_1107,12276,50x50,0.75,N/A,N/A,N/A,N/A,248102,1.47946,1.0756,2.77677e+07,2.77677,10.0637,0.77,"26,21",arm_core
vib_new_1069,12276,50x50,0.75,N/A,N/A,N/A,N/A,227899,1.47946,1.0756,2.62021e+07,2.62021,10.4336,0.79,"20,25",arm_core
vib_new_161,12276,50x50,0.75,N/A,N/A,N/A,N/A,220150,1.47946,1.0756,3.12064e+07,3.12064,9.29415,0.64,"32,37",arm_core
vib_new_188,12276,50x50,0.75,N/A,N/A,N/A,N/A,254691,1.47946,1.0756,2.38943e+07,2.38943,10.1026,0.85,"26,21",arm_core
vib_new_816,12276,50x50,0.75,N/A,N/A,N/A,N/A,241241,1.47946,1.0756,2.66795e+07,2.66795,11.4402,0.76,"28,31",arm_core
vib_new_1104,12276,50x50,0.75,N/A,N/A,N/A,N/A,339368,1.47946,1.0756,2.49205e+07,2.49205,10.1461,0.66,"24,19",arm_core
vib_new_589,12276,50x50,0.75,N/A,N/A,N/A,N/A,295059,1.47946,1.0756,2.50511e+07,2.50511,9.71711,0.68,"27,20",arm_core
vib_new_704,12276,50x50,0.75,N/A,N/A,N/A,N/A,212732,1.47946,1.0756,3.31325e+07,3.31325,10.0463,0.57,"35,40",arm_core
vib_new_494,12276,50x50,0.75,N/A,N/A,N/A,N/A,293666,1.47946,1.0756,2.90792e+07,2.90792,10.3298,0.53,"30,24",arm_core
vib_new_489,12276,50x50,0.75,N/A,N/A,N/A,N/A,242906,1.47946,1.0756,3.43587e+07,3.43587,10.0078,0.56,"28,18",arm_core
vib_new_39,12276,50x50,0.75,N/A,N/A,N/A,N/A,261606,1.47946,1.0756,2.68432e+07,2.68432,9.79153,0.76,"30,22",arm_core
vib_new_1203,12276,50x50,0.75,N/A,N/A,N/A,N/A,251501,1.47946,1.0756,3.01939e+07,3.01939,9.38025,0.64,"28,19",arm_core
vib_new_643,12276,50x50,0.75,N/A,N/A,N/A,N/A,212397,1.47946,1.0756,3.15698e+07,3.15698,10.3858,0.74,"30,22",arm_core
vib_new_1202,12276,50x50,0.75,N/A,N/A,N/A,N/A,255045,1.47946,1.0756,3.23432e+07,3.23432,9.64687,0.61,"28,22",arm_core
vib_new_78,12276,50x50,0.75,N/A,N/A,N/A,N/A,264664,1.47946,1.0756,2.91773e+07,2.91773,9.98608,0.8,"30,20",arm_core
vib_new_217,12276,50x50,0.75,N/A,N/A,N/A,N/A,237080,1.47946,1.0756,2.85030e+07,2.85030,9.44997,0.57,"27,11",arm_core
vib_new_119,12276,50x50,0.75,N/A,N/A,N/A,N/A,332202,1.47946,1.0756,2.33465e+07,2.33465,10.7655,0.83,"31,23",arm_core
vib_new_1066,12276,50x50,0.75,N/A,N/A,N/A,N/A,228693,1.47946,1.0756,3.41375e+07,3.41375,10.0156,0.58,"31,29",arm_core
vib_new_267,12276,50x50,0.75,N/A,N/A,N/A,N/A,257600,1.47946,1.0756,2.73034e+07,2.73034,9.82128,0.63,"27,30",arm_core
vib_new_851,12276,50x50,0.75,N/A,N/A,N/A,N/A,237772,1.47946,1.0756,2.51847e+07,2.51847,10.5113,0.73,"31,21",arm_core
vib_new_1432,12276,50x50,0.75,N/A,N/A,N/A,N/A,247378,1.47946,1.0756,3.34681e+07,3.34681,9.70921,0.67,"37,13",arm_core
vib_new_1151,12276,50x50,0.75,N/A,N/A,N/A,N/A,271186,1.47946,1.0756,2.95857e+07,2.95857,9.92197,0.71,"23,16",arm_core
vib_new_507,12276,50x50,0.75,N/A,N/A,N/A,N/A,249894,1.47946,1.0756,2.72597e+07,2.72597,10.3048,0.69,"37,28",arm_core
vib_new_609,12276,50x50,0.75,N/A,N/A,N/A,N/A,251108,1.47946,1.0756,2.75084e+07,2.75084,10.5233,0.72,"28,31",arm_core
vib_new_1406,12276,50x50,0.75,N/A,N/A,N/A,N/A,239953,1.47946,1.0756,2.93298e+07,2.93298,9.00347,0.75,"37,18",arm_core
vib_new_753,12276,50x50,0.75,N/A,N/A,N/A,N/A,210747,1.47946,1.0756,3.65883e+07,3.65883,11.3936,0.78,"31,19",arm_core
vib_new_855,12276,50x50,0.75,N/A,N/A,N/A,N/A,220187,1.47946,1.0756,3.62401e+07,3.62401,9.62264,0.44,"25,33",arm_core
vib_new_96,12276,50x50,0.75,N/A,N/A,N/A,N/A,269870,1.47946,1.0756,2.75997e+07,2.75997,10.4801,0.58,"26,18",arm_core
vib_new_1413,12276,50x50,0.75,N/A,N/A,N/A,N/A,214381,1.47946,1.0756,3.26366e+07,3.26366,9.70146,0.66,"26,21",arm_core
vib_new_232,12276,50x50,0.75,N/A,N/A,N/A,N/A,288775,1.47946,1.0756,3.04078e+07,3.04078,11.1518,0.84,"38,20",arm_core
vib_new_1134,12276,50x50,0.75,N/A,N/A,N/A,N/A,209156,1.47946,1.0756,3.04753e+07,3.04753,10.3277,0.8,"23,14",arm_core
vib_new_1093,12276,50x50,0.75,N/A,N/A,N/A,N/A,216977,1.47946,1.0756,3.22550e+07,3.22550,10.6318,0.68,"27,23",arm_core
vib_new_759,12276,50x50,0.75,N/A,N/A,N/A,N/A,279474,1.47946,1.0756,2.51195e+07,2.51195,9.69918,0.7,"26,16",arm_core
vib_new_1446,12276,50x50,0.75,N/A,N/A,N/A,N/A,240938,1.47946,1.0756,2.74758e+07,2.74758,9.94759,0.8,"31,19",arm_core
vib_new_1186,12276,50x50,0.75,N/A,N/A,N/A,N/A,324441,1.47946,1.0756,2.28366e+07,2.28366,10.6209,0.74,"31,20",arm_core
vib_new_545,12276,50x50,0.75,N/A,N/A,N/A,N/A,234741,1.47946,1.0756,2.85832e+07,2.85832,9.89758,0.78,"31,19",arm_core
vib_new_1311,12276,50x50,0.75,N/A,N/A,N/A,N/A,411002,1.47946,1.0756,2.50122e+07,2.50122,12.0638,0.86,"26,21",arm_core
vib_new_291,12276,50x50,0.75,N/A,N/A,N/A,N/A,231370,1.47946,1.0756,2.99792e+07,2.99792,11.4433,0.63,"27,20",arm_core
vib_new_0,12276,50x50,0.75,N/A,N/A,N/A,N/A,277806,1.47946,1.0756,3.06225e+07,3.06225,9.63885,0.56,"31,23",arm_core
vib_new_144,12276,50x50,0.75,N/A,N/A,N/A,N/A,261788,1.47946,1.0756,3.13537e+07,3.13537,9.63353,0.61,"28,20",arm_core
vib_new_1354,12276,50x50,0.75,N/A,N/A,N/A,N/A,361585,1.47946,1.0756,2.28191e+07,2.28191,9.80978,0.72,"37,12",arm_core
vib_new_50,12276,50x50,0.75,N/A,N/A,N/A,N/A,357389,1.47946,1.0756,2.83573e+07,2.83573,11.7774,0.64,"38,29",arm_core
